,date,restaurant_id,*,**,***
18819,14-11-2007,wmo70jOq,5,0,0
27790,14-11-2007,xWoYVGOK,4,0,0
25692,14-11-2007,ydEjW23W,2,0,1
11880,15-11-2007,0ZEDQG3D,0,0,0
32845,15-11-2007,0j3L9xor,5,2,0
25542,15-11-2007,1JEbqeOR,6,0,0
18685,15-11-2007,1m3MlLEB,7,1,7
6979,15-11-2007,6Wo2AN39,0,0,0
19257,15-11-2007,8x3zx2Ok,0,0,0
9990,15-11-2007,9JoPLvo8,5,1,1
21678,15-11-2007,B1oX66EV,0,0,0
11037,15-11-2007,JBEyG0o8,0,0,0
13456,15-11-2007,JBEylRO8,2,0,0
24652,15-11-2007,KAoK7Bog,13,0,4
1697,15-11-2007,KAoKQZEg,0,0,0
21471,15-11-2007,N6OkGOxz,0,0,0
682,15-11-2007,NbE1vJ3J,0,0,0
6345,15-11-2007,V430J2OB,2,1,0
335,15-11-2007,V430l53B,0,0,0
12810,15-11-2007,WwOa2NEB,2,0,4
31700,15-11-2007,Y1Em9REw,1,0,0
22984,15-11-2007,Y1EmLmOw,12,1,3
18833,15-11-2007,Y1EmX9Ow,0,0,0
26742,15-11-2007,Y1EmY7Ew,3,0,3
3919,15-11-2007,dj3ddg39,0,0,0
16742,15-11-2007,geEVaVOz,4,1,0
26509,15-11-2007,m0oWpzOG,2,2,0
4243,15-11-2007,nkOvblOB,0,0,0
27087,15-11-2007,p038yXom,9,0,6
15563,15-11-2007,qN3gK03A,0,0,0
33358,15-11-2007,we39KlOk,0,0,1
8397,15-11-2007,wmo7Vd3q,4,1,0
4341,15-11-2007,wmo7d2Oq,0,0,0
11414,15-11-2007,xWoYKEKn,3,1,3
18183,15-11-2007,xWoYqvoK,3,0,0
7214,15-11-2007,ydEj5gOW,0,0,0
9125,16-11-2007,0j3LAZor,8,0,0
13426,16-11-2007,1m3May3B,14,1,5
18144,16-11-2007,6K3lz9Oz,1,0,0
24888,16-11-2007,8gOqR0E2,3,0,4
7670,16-11-2007,8x3zx7Ok,4,1,3
33315,16-11-2007,9JoP9QO8,4,0,0
2737,16-11-2007,B1oXAQOV,3,0,1
29451,16-11-2007,JGoN7bOL,7,0,0
30842,16-11-2007,KAoKz83g,6,0,0
7797,16-11-2007,N6OkzKox,15,2,5
28764,16-11-2007,WwOaZpEB,6,1,3
6499,16-11-2007,WwOavVEB,0,0,2
25564,16-11-2007,XJ3rRm3R,1,0,1
5670,16-11-2007,geEVmeOz,0,0,0
4291,16-11-2007,geEVvJEz,2,0,0
24762,16-11-2007,lnORRnON,3,2,0
4970,16-11-2007,lnOReVoN,6,1,2
23948,16-11-2007,m0oW2d3G,3,1,0
20381,16-11-2007,p038eGom,7,1,3
12892,16-11-2007,qN3gq2OA,9,1,5
13841,16-11-2007,wmo7X9Oq,3,0,5
12291,16-11-2007,wmo7bb3q,3,0,1
29571,16-11-2007,wmo7d2Oq,6,0,3
24971,17-11-2007,JGoNRBoL,0,0,0
13712,19-11-2007,0ZED6loD,4,0,2
2637,19-11-2007,1m3MlLEB,7,1,7
10968,19-11-2007,6VOp6a3L,5,0,1
31858,19-11-2007,6VOpJd3L,8,0,2
222,19-11-2007,7RO5A6Oq,6,0,1
13333,19-11-2007,7RO5JrEq,12,1,2
23436,19-11-2007,N6OkzKox,15,2,5
16172,19-11-2007,V430e1oB,3,1,2
18425,19-11-2007,VpoGpvOr,3,0,0
24567,19-11-2007,VpoGrg3r,5,1,3
3287,19-11-2007,WeEe6W3a,6,0,0
27824,19-11-2007,WwOa2NEB,2,0,4
28329,19-11-2007,Y1Em9REw,1,0,0
8265,19-11-2007,Y1EmxWOw,4,0,1
5887,19-11-2007,ZBEnVZEY,14,1,3
3431,19-11-2007,ZBEnpYoY,2,1,0
18976,19-11-2007,dj3dBLO9,3,0,0
2641,19-11-2007,geEVK53z,3,0,0
5651,19-11-2007,geEVmeOz,8,1,1
2607,19-11-2007,nkOvVMOB,0,0,0
11186,19-11-2007,qN3gK03A,3,0,3
15366,19-11-2007,rNo66Ko6,0,1,0
22833,19-11-2007,v5oJrboB,8,1,2
22665,19-11-2007,we398ZEk,4,0,1
17224,19-11-2007,we39eD3k,6,1,1
2837,19-11-2007,wmo78GOq,0,0,0
7309,19-11-2007,ydEj5gOW,5,1,4
3826,20-11-2007,1JEbm7OR,0,0,0
591,20-11-2007,8x3zy2Ek,3,0,3
21405,20-11-2007,KAoKQZEg,3,0,2
31932,20-11-2007,N6OkGVOx,4,0,1
21682,20-11-2007,NbE1bk3J,7,0,3
20342,20-11-2007,V430l53B,5,1,3
18380,20-11-2007,V430p43B,6,1,3
15574,20-11-2007,Y1EmLmOw,3,0,2
15763,20-11-2007,ZBEnJpEY,6,0,3
11123,20-11-2007,dj3ddg39,7,0,2
24738,20-11-2007,geEVXYoz,5,0,1
15428,20-11-2007,nkOvVMOB,0,0,0
9953,20-11-2007,p038NGOm,9,1,2
20871,20-11-2007,rJoQa0oV,16,1,4
14145,20-11-2007,we39Qv3k,3,0,2
9726,20-11-2007,wmo78GOq,8,0,1
3178,20-11-2007,wmo7BG3q,10,0,0
21822,20-11-2007,ydEj99OW,4,1,1
6878,20-11-2007,ydEjz7EW,14,0,0
33338,21-11-2007,6Wo2AN39,0,0,1
24880,21-11-2007,6Wo2Jwo9,1,0,1
12221,21-11-2007,8KoAJzO6,7,0,1
1157,21-11-2007,B1oXAYOV,8,2,4
2541,21-11-2007,B1oXxQoV,0,0,0
3382,21-11-2007,KAoK7Bog,13,0,4
8149,21-11-2007,NbE1QmEJ,5,1,0
24472,21-11-2007,NbE1vJ3J,3,1,1
10101,21-11-2007,WeEeDrOa,7,1,1
18764,21-11-2007,WwOalJoB,3,1,1
18366,21-11-2007,XJ3rBW3R,2,0,1
24997,21-11-2007,p038Lz3m,5,1,0
29144,21-11-2007,rJoQQvoV,0,0,0
29755,21-11-2007,rJoQlq3V,0,0,0
30714,21-11-2007,rJoQrqOV,3,0,0
23944,21-11-2007,wmo7Nv3q,0,0,0
32443,23-11-2007,1JEbpMoR,0,0,0
30783,23-11-2007,1m3MqD3B,7,2,2
21542,23-11-2007,B1oXk63V,13,2,5
13747,23-11-2007,KAoKgBog,3,1,1
30372,23-11-2007,Pk3w4wod,7,0,1
25763,23-11-2007,WwOaZpEB,7,1,3
2841,23-11-2007,geEVaVOz,4,1,0
22754,23-11-2007,lnORdd3N,6,0,0
32524,23-11-2007,m0oWyPEG,4,0,1
1331,23-11-2007,nkOvmLoB,0,0,0
5915,23-11-2007,p038eGom,7,1,3
17915,23-11-2007,qN3gvnEA,10,2,2
358,23-11-2007,qN3gw03A,2,0,0
17135,23-11-2007,rJoQlq3V,0,1,0
14986,23-11-2007,v5oJN8oB,0,0,0
10038,23-11-2007,v5oJrboB,4,1,0
27431,23-11-2007,wmo7Vd3q,4,1,0
17458,23-11-2007,xWoYKEKn,3,1,3
5789,26-11-2007,0ZEDQG3D,3,0,0
6081,26-11-2007,1JEbd4oR,5,0,1
1268,26-11-2007,1m3May3B,6,0,2
12885,26-11-2007,6VOp1aEL,0,0,0
17100,26-11-2007,9JoPLvo8,5,1,1
18722,26-11-2007,B1oXAYOV,8,2,8
24485,26-11-2007,JBEyG0o8,8,1,4
20999,26-11-2007,NbE1DaOJ,3,1,1
3238,26-11-2007,VpoGrg3r,5,1,3
16748,26-11-2007,XJ3rRm3R,1,0,1
32110,26-11-2007,m0oWDJOG,1,0,0
29548,26-11-2007,m0oWpzOG,2,3,0
14984,26-11-2007,njoZRyor,8,1,4
6324,26-11-2007,qN3gq2OA,2,1,2
2323,26-11-2007,we3900Ek,4,0,2
425,26-11-2007,wmo78GOq,8,0,1
11468,26-11-2007,wmo7Nv3q,6,0,0
25057,26-11-2007,wmo7rR3q,2,0,0
13805,27-11-2007,JBEyR138,2,0,1
20621,27-11-2007,N6Ok6Wox,10,1,0
22084,27-11-2007,NbE15REJ,6,5,5
3591,27-11-2007,NbE1xaOJ,11,1,4
1177,27-11-2007,Y1Em1GEw,0,0,0
27149,27-11-2007,ZBEnJpEY,6,0,3
20798,27-11-2007,eVOBLr3j,2,2,2
9075,27-11-2007,njoZRyor,8,1,4
4479,27-11-2007,qN3gYnOA,3,0,1
5708,27-11-2007,ydEj99OW,4,1,1
13324,28-11-2007,0ZEDL8ED,7,1,4
12619,28-11-2007,1JEbDQoR,3,0,1
14634,28-11-2007,1JEbamOR,6,1,2
3257,28-11-2007,7RO5JrEq,12,1,2
12071,28-11-2007,7RO5njEq,2,1,0
989,28-11-2007,8KoAk4E6,7,0,2
32352,28-11-2007,KAoKnZ3g,6,0,0
16123,28-11-2007,N6OkzKox,9,1,1
11930,28-11-2007,VpoG7orY,5,0,1
4171,28-11-2007,WeEe9VEa,0,0,0
7965,28-11-2007,WeEere3a,2,0,0
5525,28-11-2007,WwOavVEB,0,0,2
21014,28-11-2007,dj3dnLO9,3,0,0
23668,28-11-2007,ekE4kYO2,7,0,0
33378,28-11-2007,ekE4w0O2,1,1,0
5284,28-11-2007,geEV8zoz,2,1,1
32574,28-11-2007,geEVLzoz,1,0,0
9692,28-11-2007,geEVmeOz,8,1,1
19961,28-11-2007,njoZ4YEr,5,0,1
25051,28-11-2007,njoZRyor,7,1,3
31314,28-11-2007,p0380g3m,8,0,2
8556,28-11-2007,qN3g4JoA,8,0,0
22690,28-11-2007,v5oJk7OB,0,0,0
32380,28-11-2007,wmo70jOq,5,0,0
32098,29-11-2007,0j3L9xor,5,2,0
2534,29-11-2007,0j3LXM3r,3,1,0
5275,29-11-2007,1m3M69oB,2,0,0
14824,29-11-2007,1m3Mj9oB,5,1,5
8469,29-11-2007,1m3MlLEB,7,1,3
10145,29-11-2007,6K3lnvOz,5,1,2
25201,29-11-2007,7RO5XVoq,10,3,4
12478,29-11-2007,8gOqw432,7,2,5
4462,29-11-2007,9JoPbdE8,1,0,0
11666,29-11-2007,KAoKgBog,3,1,1
1626,29-11-2007,NbE1jm3J,13,2,1
17001,29-11-2007,VpoG57Er,6,1,0
14269,29-11-2007,VpoG7vor,0,0,0
19483,29-11-2007,WeEe8aOa,1,1,0
19002,29-11-2007,XJ3r5ZER,1,2,2
16756,29-11-2007,nkOvwXEB,2,0,1
19019,29-11-2007,p038keEm,2,1,0
7710,29-11-2007,rNo60E6x,0,0,0
20265,29-11-2007,rNo64LE6,0,0,0
3732,29-11-2007,xWoYNjOK,0,0,0
17769,30-11-2007,1JEbpMoR,8,0,0
18010,30-11-2007,1m3MdkEB,3,0,2
20276,30-11-2007,1m3MqD3B,7,2,2
31010,30-11-2007,8gOqw432,7,2,5
145,30-11-2007,8x3zeREk,2,0,1
16160,30-11-2007,9JoP9QO8,4,0,0
7804,30-11-2007,N6OkKQOx,2,0,0
29556,30-11-2007,NbE15REJ,6,5,5
14332,30-11-2007,NbE1QmEJ,5,1,0
12097,30-11-2007,Pk3w4wod,7,0,1
17521,30-11-2007,Pk3we2Od,0,0,0
9915,30-11-2007,V430J2OB,2,1,0
8499,30-11-2007,dj3dYgo9,10,2,3
23755,30-11-2007,geEVVdEz,3,0,2
18599,30-11-2007,lnORVGON,0,0,0
15014,30-11-2007,m0oWyPEG,4,0,1
15091,30-11-2007,qN3gJ2EA,1,0,0
19102,30-11-2007,wmo7bb3q,3,0,1
6077,03-12-2007,0ZED543D,7,1,0
5324,03-12-2007,6K3lnvOz,5,1,2
5139,03-12-2007,6K3lvqOz,12,1,1
16979,03-12-2007,6VOpdlOL,9,0,2
12032,03-12-2007,8xEx44E0,12,2,1
19826,03-12-2007,B1oXAYOV,5,2,5
18447,03-12-2007,B1oXqYOV,0,0,0
23899,03-12-2007,KAoK16Eg,2,0,2
6416,03-12-2007,KAoK283g,7,1,0
6807,03-12-2007,NbE1DaOJ,3,1,1
17833,03-12-2007,Pk3wPxod,8,0,1
13884,03-12-2007,V430p43B,6,1,3
7307,03-12-2007,VpoGpvOr,3,0,0
5503,03-12-2007,WwOalJoB,3,1,1
5550,03-12-2007,WwOayBOB,0,0,0
6737,03-12-2007,Y1Em57Ew,14,1,2
29999,03-12-2007,ZBEnpYoY,2,1,0
3068,03-12-2007,dj3dBLO9,3,0,0
10360,03-12-2007,geEV2dEz,9,2,1
13229,03-12-2007,geEVKJ3z,3,0,0
15776,03-12-2007,nkOvVMOB,0,0,0
20874,03-12-2007,rNo6gqO6,2,0,0
23004,03-12-2007,we398ZEk,4,0,1
12201,03-12-2007,we39eD3k,6,1,1
5918,03-12-2007,wmo7ePEq,5,0,0
16256,03-12-2007,wmo7mPEq,3,0,0
25118,03-12-2007,xWoYwKEK,7,0,0
23210,03-12-2007,ydEjz7EW,7,0,0
26810,04-12-2007,1JEbDQoR,3,0,1
3931,04-12-2007,1m3M8pEB,6,1,0
3065,04-12-2007,6K3lMxoz,6,1,1
8797,04-12-2007,6K3lQqoz,6,0,2
502,04-12-2007,8KoA0q36,3,0,0
5182,04-12-2007,8x3zy2Ek,3,0,3
31376,04-12-2007,9JoPR5E8,12,2,0
18311,04-12-2007,9JoPXeo8,0,0,0
27347,04-12-2007,B1oXG13V,1,0,1
19602,04-12-2007,JBEyvm38,7,0,1
33233,04-12-2007,NbE1bk3J,7,0,3
27456,04-12-2007,Pk3wMKOd,4,1,0
15644,04-12-2007,WwOazzEB,2,0,0
9311,04-12-2007,XJ3r7RoR,0,0,0
23564,04-12-2007,Y1Em1GEw,0,0,0
6630,04-12-2007,eVOBKkEj,9,1,0
18376,04-12-2007,p038keEm,2,1,0
715,04-12-2007,v5oJ1j3B,13,2,3
28054,04-12-2007,we39Qv3k,3,0,1
24706,04-12-2007,wmo7BG3q,10,0,0
32484,05-12-2007,0ZEDL8ED,7,1,4
5770,05-12-2007,0j3Lqjor,8,0,0
19508,05-12-2007,6VOp6a3L,5,0,1
14273,05-12-2007,6VOpJd3L,8,0,2
9510,05-12-2007,8gOqw432,2,1,3
12591,05-12-2007,B1oXG13V,1,0,1
1152,05-12-2007,JBEyQXE8,0,0,0
20839,05-12-2007,N6OkMX3x,5,0,0
5917,05-12-2007,NbE19kEJ,10,2,3
18999,05-12-2007,Pk3wVVEd,11,3,5
27073,05-12-2007,Pk3ww93d,5,0,0
25419,05-12-2007,WeEeYwEa,2,0,2
8323,05-12-2007,WwOayBOB,3,0,0
8211,05-12-2007,XJ3rBW3R,2,0,1
11945,05-12-2007,Y1EmxWOw,4,0,1
3660,05-12-2007,eVOB0r3j,6,0,4
19917,05-12-2007,eVOBGeEj,3,0,0
24627,05-12-2007,eVOBLr3j,2,2,2
25672,05-12-2007,ekE4w0O2,1,1,0
14694,05-12-2007,nkOv8V3B,2,0,0
3924,05-12-2007,rJoQa0oV,16,1,4
2729,05-12-2007,wmo7MQEq,4,0,0
23575,06-12-2007,0ZED4ED9,8,0,1
12376,06-12-2007,1JEbr1ER,0,0,0
19124,06-12-2007,1m3MpYEB,0,0,0
14814,06-12-2007,7RO5KX3q,6,0,1
31121,06-12-2007,7RO5XVoq,7,2,4
22578,06-12-2007,8x3zYEkP,0,0,0
16947,06-12-2007,B1oXk63V,5,0,1
16721,06-12-2007,KAoK58Eg,15,2,1
30090,06-12-2007,KAoKWjog,0,0,0
5973,06-12-2007,NbE1jm3J,13,2,1
6028,06-12-2007,NbE1xaOJ,11,1,4
13804,06-12-2007,dj3dP739,11,1,1
32978,06-12-2007,geEVge3z,2,1,2
2895,06-12-2007,m0oWgloG,6,0,1
32421,06-12-2007,njoZ4YEr,4,0,1
31258,06-12-2007,njoZRyor,3,1,0
14076,06-12-2007,nkOvwXEB,2,0,1
2049,06-12-2007,qN3gvnEA,10,2,2
18539,06-12-2007,v5oJB7oB,4,0,0
23656,06-12-2007,we3900Ek,4,0,2
5945,06-12-2007,we39nrok,7,1,1
392,06-12-2007,wmo7Nv3q,6,0,0
3462,06-12-2007,xWoYLM3K,6,1,0
3974,06-12-2007,xWoYdG3K,5,0,0
15725,07-12-2007,1m3MdkEB,3,0,2
8686,07-12-2007,1m3Mj9oB,6,1,5
32701,07-12-2007,6K3l6vOz,2,0,1
7740,07-12-2007,6VOpzQ3L,3,0,0
20263,07-12-2007,KAoKNP3g,4,1,3
4088,07-12-2007,NbE1QmEJ,0,1,0
30776,07-12-2007,VpoGJQ3r,5,0,4
9799,07-12-2007,XJ3r5ZER,1,2,2
31173,07-12-2007,Y1Em1lEw,0,0,0
10745,07-12-2007,dj3dYgo9,6,2,1
14493,07-12-2007,geEVVdEz,3,0,2
9379,07-12-2007,qN3g7M3A,1,0,1
32764,07-12-2007,rNo65X36,4,0,1
17702,07-12-2007,v5oJgrOB,0,0,0
4749,07-12-2007,we39193k,8,1,3
15501,10-12-2007,0j3L7vEr,7,2,1
28890,10-12-2007,1JEbamOR,6,1,2
20336,10-12-2007,1JEbd4oR,5,0,1
9353,10-12-2007,1JEbpMoR,8,0,0
30591,10-12-2007,1m3MnDoB,3,0,1
19916,10-12-2007,6K3lvqOz,12,1,1
9210,10-12-2007,8x3z6Y3k,4,0,1
17017,10-12-2007,8x3zeREk,2,0,1
24837,10-12-2007,JBEy7ao8,3,0,1
5063,10-12-2007,JBEyvm38,1,0,0
3413,10-12-2007,N6OkKQOx,2,0,0
23087,10-12-2007,Pk3wPxod,8,0,1
32738,10-12-2007,WeEeQWEa,15,2,5
5343,10-12-2007,njoZaA3r,0,0,0
28666,10-12-2007,qN3gYnOA,3,0,1
3620,10-12-2007,rJoQpa3V,1,1,0
10019,10-12-2007,wmo7mPEq,3,0,0
14683,10-12-2007,xWoYwKEK,7,0,0
22187,10-12-2007,ydEjDdoW,1,0,1
29614,11-12-2007,6K3lMxoz,6,1,1
31574,11-12-2007,9JoPmqO8,10,2,4
2523,11-12-2007,B1oXK63V,4,0,2
19740,11-12-2007,JBEyR138,2,0,1
16320,11-12-2007,Pk3wMKOd,4,1,0
32480,11-12-2007,eVOBKkEj,9,1,0
2909,11-12-2007,eVOBgpEj,7,3,5
26235,11-12-2007,geEV2dEz,9,2,1
32558,11-12-2007,v5oJ1j3B,13,2,3
6424,11-12-2007,we39aR3k,11,2,0
19638,12-12-2007,1m3MJ6oB,0,0,0
24326,12-12-2007,6K3lDk3z,10,1,1
9321,12-12-2007,6K3lQqoz,6,0,2
8887,12-12-2007,6VOpdlOL,9,0,2
28690,12-12-2007,7RO57V3q,6,0,1
13160,12-12-2007,7RO5njEq,2,1,0
581,12-12-2007,JBEyYNE8,4,0,3
11851,12-12-2007,KAoKnZ3g,6,0,0
30289,12-12-2007,NbE19kEJ,10,2,3
21064,12-12-2007,WeEeYwEa,2,0,2
4605,12-12-2007,WwOayBOB,3,0,0
8767,12-12-2007,ekE4kYO2,8,0,0
9475,12-12-2007,geEVDJoz,7,2,0
10124,12-12-2007,nkOvGMEB,8,0,0
17207,12-12-2007,qN3g4JoA,8,0,0
27479,12-12-2007,wmo7MQEq,4,0,0
16586,12-12-2007,wmo7z73q,4,0,1
5326,13-12-2007,0ZED4ED9,8,0,1
5145,13-12-2007,1JEbR4ER,2,1,1
2403,13-12-2007,6K3lZqOz,8,1,0
19517,13-12-2007,7RO5KX3q,6,0,1
25158,13-12-2007,8KoAk4E6,8,0,2
9720,13-12-2007,8xEx44E0,12,2,1
20012,13-12-2007,KAoK58Eg,15,2,1
27753,13-12-2007,NbE1jm3J,1,1,0
4265,13-12-2007,Pk3wmwOd,2,0,0
26462,13-12-2007,dj3dP739,11,1,1
31838,13-12-2007,lnORvnON,10,0,0
1296,13-12-2007,njoZD1Er,1,0,0
22327,13-12-2007,v5oJn1oB,4,0,0
17954,13-12-2007,we39nrok,7,1,1
23773,14-12-2007,0j3LXM3r,3,1,0
13701,14-12-2007,8x3zPZOk,11,0,0
11451,14-12-2007,KAoKNP3g,4,1,3
11051,14-12-2007,N6Ok6Wox,10,1,0
30110,14-12-2007,NbE11REJ,3,1,1
1941,14-12-2007,WeEeQWEa,15,2,5
17526,14-12-2007,ZBEnkv3Y,0,0,0
28193,14-12-2007,njoZX1Er,5,2,2
32297,14-12-2007,p038beOm,3,0,0
597,14-12-2007,rNo65X36,4,0,1
16805,14-12-2007,rNo69l36,1,0,0
28669,17-12-2007,0ZEDdkED,12,0,3
27739,17-12-2007,1m3MVYoB,7,0,3
4380,17-12-2007,1m3MnDoB,2,0,1
15330,17-12-2007,6Wo2Zyo9,2,0,0
362,17-12-2007,8KoA15o6,7,1,3
22584,17-12-2007,8x3z6Y3k,4,0,1
27866,17-12-2007,9JoPR5E8,12,2,0
32669,17-12-2007,9JoPmqO8,10,2,4
15442,17-12-2007,B1oXK63V,4,0,2
4423,17-12-2007,JBEyYNE8,3,0,3
22856,17-12-2007,JGoNa83L,2,0,0
16249,17-12-2007,KAoK283g,7,1,0
31908,17-12-2007,V430BAOB,3,0,1
4680,17-12-2007,eVOBWeEj,3,0,3
32889,17-12-2007,geEVge3z,1,1,2
23967,17-12-2007,njoZX1Er,0,1,2
4550,17-12-2007,qN3gq2OA,0,0,2
16408,17-12-2007,rNo6LXE6,4,1,0
22974,17-12-2007,wmo7ePEq,5,0,0
20718,17-12-2007,wmo7yPEq,1,0,0
25820,17-12-2007,ydEjDdoW,0,0,1
30415,17-12-2007,ydEjjPEW,6,1,3
17770,18-12-2007,1m3M8pEB,6,1,0
4272,18-12-2007,1m3M9k3B,1,0,0
15418,18-12-2007,1m3MbpoB,2,0,0
30989,18-12-2007,JBEyj138,5,0,1
8815,18-12-2007,KAoKNP3g,0,0,1
18736,18-12-2007,VpoGmwEr,8,1,1
29721,18-12-2007,eVOBgpEj,7,3,5
9416,18-12-2007,qN3gGM3A,4,1,3
16803,18-12-2007,we39Qv3k,1,0,0
13770,19-12-2007,0j3L7vEr,7,2,1
9894,19-12-2007,6K3lDk3z,10,1,1
16965,19-12-2007,JBEy7ao8,3,0,1
28238,19-12-2007,N6OkMX3x,5,0,0
19817,19-12-2007,Pk3ww93d,5,0,0
23358,19-12-2007,Y1Em57Ew,0,0,0
21249,19-12-2007,eVOB0r3j,6,0,4
12366,19-12-2007,geEVDJoz,7,2,0
16066,19-12-2007,nkOv8V3B,2,0,0
31666,19-12-2007,nkOvGMEB,4,0,0
7499,19-12-2007,nkOvJ8OB,8,0,1
22540,19-12-2007,p038ADom,3,0,0
23786,19-12-2007,wmo7z73q,4,0,0
13173,19-12-2007,xWoYdG3K,5,0,0
13004,20-12-2007,1m3MmD3B,9,0,0
15750,20-12-2007,6K3lDk3z,1,0,1
28858,20-12-2007,6K3lnvOz,5,1,0
6723,20-12-2007,6VOp2B3L,6,1,2
23400,20-12-2007,7RO57V3q,6,0,1
16603,20-12-2007,8KoAk4E6,1,0,2
21030,20-12-2007,8gOqj5E2,4,2,0
27228,20-12-2007,8xExNno0,3,0,0
15989,20-12-2007,8xExYe30,3,0,1
19390,20-12-2007,lnORaqoN,6,0,0
19832,20-12-2007,lnORvnON,0,0,0
10430,20-12-2007,njoZD1Er,1,0,0
40,20-12-2007,njoZX1Er,3,0,0
21636,20-12-2007,rJoQpa3V,1,1,0
28925,20-12-2007,xWoYLM3K,6,1,0
9613,21-12-2007,0ZED543D,7,1,0
23634,21-12-2007,0j3Lqjor,8,0,0
24613,21-12-2007,1m3MmD3B,9,0,0
9472,21-12-2007,6K3lZqOz,8,1,0
10627,21-12-2007,8x3zA9Ek,5,0,0
15204,21-12-2007,8x3zPZOk,11,0,0
7072,21-12-2007,Pk3w8Vod,3,1,0
16650,21-12-2007,XJ3rWYoR,7,0,0
6004,21-12-2007,rNo65X36,0,0,1
21857,21-12-2007,v5oJB7oB,4,0,0
29181,21-12-2007,we39193k,8,1,3
20151,24-12-2007,1m3MVYoB,5,0,0
17749,24-12-2007,1m3MbpoB,2,0,0
19118,24-12-2007,VpoGmwEr,8,1,1
27843,24-12-2007,eVOBWeEj,3,0,3
25342,24-12-2007,qN3gGM3A,4,1,3
7336,24-12-2007,rNo6LXE6,4,1,0
5034,26-12-2007,8KoA15o6,7,1,3
31670,26-12-2007,8xEx930k,5,0,0
6898,26-12-2007,KAoK96Eg,7,0,4
26180,26-12-2007,geEVYYOz,6,0,0
28682,26-12-2007,nkOvJ8OB,4,0,0
30418,27-12-2007,1JEbR4ER,2,1,1
10559,27-12-2007,6VOp2B3L,6,1,2
20665,27-12-2007,6Wo2DNE9,0,0,0
13073,27-12-2007,6Wo2LYE9,2,0,0
21115,27-12-2007,8gOqj5E2,4,1,0
10353,27-12-2007,8xEx44E0,4,1,0
25927,27-12-2007,8xExqB30,4,0,2
4898,27-12-2007,JBEy4WO8,7,0,4
28176,27-12-2007,JGoN0BEL,1,0,0
11641,27-12-2007,NbE1jm3J,1,1,0
504,27-12-2007,XJ3rwWoR,6,1,0
28379,27-12-2007,geEVJzEz,15,1,5
2191,27-12-2007,geEVYZOz,2,0,1
10471,27-12-2007,njoZNBor,9,0,2
17265,27-12-2007,we39aR3k,11,2,0
13237,27-12-2007,ydEjjPEW,6,1,3
23748,28-12-2007,0ZEDdkED,12,0,3
23579,28-12-2007,6K3l6vOz,3,0,1
31240,28-12-2007,8gOqVrE2,19,1,2
33688,28-12-2007,8x3zA9Ek,5,0,0
7053,28-12-2007,8xExYe30,3,0,1
14982,28-12-2007,N6OkzKox,4,1,1
2976,28-12-2007,NbE11REJ,3,1,1
14310,28-12-2007,Pk3w8Vod,3,1,0
20505,28-12-2007,V430BAOB,3,0,1
29652,28-12-2007,VpoGJQ3r,5,0,5
982,28-12-2007,lnOR2aON,2,0,0
30831,28-12-2007,we39gROk,2,1,1
16563,31-12-2007,6VOpbq3L,2,0,1
32699,31-12-2007,6VOpeBEL,3,1,0
30484,31-12-2007,JBEyj138,5,0,1
468,31-12-2007,N6OkzKox,3,0,0
25595,31-12-2007,VpoGmwEr,2,0,0
8230,31-12-2007,WwOadpoB,6,1,2
10677,31-12-2007,XJ3rdWOR,1,0,0
1956,31-12-2007,dj3d6rO9,5,1,0
6258,31-12-2007,geEVJzEz,16,1,7
32468,31-12-2007,p038eeom,5,0,0
31753,31-12-2007,we39G0Ok,5,1,1
18016,31-12-2007,xWoY7dEK,0,0,0
7420,02-01-2008,6Wo2bYo9,2,1,0
11060,02-01-2008,8KoAN6O6,4,2,0
21464,02-01-2008,8KoAl436,4,1,2
4946,02-01-2008,8gOq9MO2,3,0,1
14507,02-01-2008,8xExBJo0,8,1,3
8744,02-01-2008,B1oX2QEV,7,1,1
7318,02-01-2008,KAoK96Eg,7,0,4
3698,02-01-2008,XJ3rWYoR,7,0,0
2517,02-01-2008,Y1EmWmow,2,0,0
27733,02-01-2008,ZBEn5vOY,0,0,1
22298,02-01-2008,geEV1kOz,2,0,0
7696,02-01-2008,lnORaqoN,6,0,0
15141,02-01-2008,m0oWJl3G,4,0,3
21234,02-01-2008,njoZLBEr,1,0,0
31726,02-01-2008,qN3glYoA,4,0,2
2941,02-01-2008,rJoQnlOV,6,1,3
9641,02-01-2008,we398lEk,4,0,1
14050,02-01-2008,wmo7mPEq,3,0,0
24929,02-01-2008,xWoYMGoK,2,1,1
7461,03-01-2008,1JEb0MoR,9,1,0
21510,03-01-2008,6K3lPk3z,1,0,0
27033,03-01-2008,6Wo2y539,5,0,4
17515,03-01-2008,7RO5z6Eq,4,0,4
33149,03-01-2008,8gOqleo2,3,0,0
20025,03-01-2008,8x3z1NEk,1,0,0
4618,03-01-2008,8xExqB30,4,0,2
21768,03-01-2008,JBEy4WO8,7,0,4
7293,03-01-2008,JGoN0BEL,1,0,0
8539,03-01-2008,N6OkNgox,6,0,0
32299,03-01-2008,NbE1xaOJ,3,0,0
24658,03-01-2008,XJ3rwWoR,6,1,0
10961,03-01-2008,ZBEn7W3Y,4,0,1
20763,03-01-2008,eVOBPw3j,6,0,0
17803,03-01-2008,njoZ1Q3r,3,0,0
5003,03-01-2008,nkOvgaEB,6,0,5
